CustomerID,R_Score,F_Score,M_Score,RFM_Score,Segment
15526.0,5,2,1,521,Loyal Customers
17549.0,5,2,1,521,Loyal Customers
17737.0,5,2,1,521,Loyal Customers
17772.0,5,2,1,521,Loyal Customers
13460.0,5,2,1,521,Loyal Customers
17608.0,5,2,1,521,Loyal Customers
15612.0,5,2,1,521,Loyal Customers
13978.0,5,2,1,521,Loyal Customers
13565.0,5,2,1,521,Loyal Customers
14865.0,5,2,1,521,Loyal Customers
14813.0,5,2,1,521,Loyal Customers
14354.0,5,2,1,521,Loyal Customers
16411.0,5,2,1,521,Loyal Customers
16519.0,5,2,1,521,Loyal Customers
18030.0,5,2,1,521,Loyal Customers
17181.0,5,2,1,521,Loyal Customers
18005.0,5,2,1,521,Loyal Customers
16596.0,5,2,1,521,Loyal Customers
15277.0,5,1,2,512,Loyal Customers
13806.0,5,1,2,512,Loyal Customers
12430.0,5,1,2,512,Loyal Customers
17125.0,5,1,2,512,Loyal Customers
16413.0,5,1,2,512,Loyal Customers
15320.0,5,1,2,512,Loyal Customers
15774.0,5,1,2,512,Loyal Customers
14764.0,5,1,2,512,Loyal Customers
14975.0,5,1,2,512,Loyal Customers
16848.0,5,1,2,512,Loyal Customers
13177.0,5,1,2,512,Loyal Customers
16432.0,5,1,2,512,Loyal Customers
16648.0,5,1,2,512,Loyal Customers
13259.0,5,1,2,512,Loyal Customers
13504.0,5,1,2,512,Loyal Customers
17824.0,5,1,2,512,Loyal Customers
16430.0,5,1,2,512,Loyal Customers
15667.0,5,1,2,512,Loyal Customers
16104.0,5,1,2,512,Loyal Customers
15659.0,5,1,2,512,Loyal Customers
16123.0,5,1,2,512,Loyal Customers
16024.0,5,1,2,512,Loyal Customers
14881.0,5,1,2,512,Loyal Customers
17896.0,5,1,2,512,Loyal Customers
17385.0,5,1,2,512,Loyal Customers
16936.0,5,1,2,512,Loyal Customers
14863.0,5,1,2,512,Loyal Customers
17011.0,5,1,2,512,Loyal Customers
17767.0,5,1,2,512,Loyal Customers
14480.0,5,1,2,512,Loyal Customers
15556.0,5,1,2,512,Loyal Customers
17403.0,5,1,2,512,Loyal Customers
17247.0,5,1,2,512,Loyal Customers
17636.0,5,1,2,512,Loyal Customers
17977.0,5,1,2,512,Loyal Customers
14953.0,5,1,2,512,Loyal Customers
13449.0,5,1,2,512,Loyal Customers
15857.0,5,1,2,512,Loyal Customers
15148.0,5,1,2,512,Loyal Customers
13142.0,5,1,2,512,Loyal Customers
17510.0,5,1,2,512,Loyal Customers
17860.0,5,1,2,512,Loyal Customers
12797.0,5,1,2,512,Loyal Customers
12558.0,5,1,2,512,Loyal Customers
17496.0,5,1,2,512,Loyal Customers
16727.0,5,1,2,512,Loyal Customers
17968.0,5,1,2,512,Loyal Customers
17251.0,5,1,2,512,Loyal Customers
16125.0,5,1,2,512,Loyal Customers
15279.0,5,1,2,512,Loyal Customers
13304.0,5,1,2,512,Loyal Customers
17978.0,5,1,2,512,Loyal Customers
17732.0,5,1,2,512,Loyal Customers
17551.0,5,1,2,512,Loyal Customers
15973.0,5,1,2,512,Loyal Customers
13369.0,5,1,2,512,Loyal Customers
16190.0,5,1,1,511,Loyal Customers
16179.0,5,1,1,511,Loyal Customers
13858.0,5,1,1,511,Loyal Customers
15604.0,5,1,1,511,Loyal Customers
16895.0,5,1,1,511,Loyal Customers
15096.0,5,1,1,511,Loyal Customers
13419.0,5,1,1,511,Loyal Customers
14598.0,5,1,1,511,Loyal Customers
15637.0,5,1,1,511,Loyal Customers
17534.0,5,1,1,511,Loyal Customers
16753.0,5,1,1,511,Loyal Customers
14357.0,5,1,1,511,Loyal Customers
12812.0,5,1,1,511,Loyal Customers
13348.0,5,1,1,511,Loyal Customers
16026.0,5,1,1,511,Loyal Customers
17684.0,5,1,1,511,Loyal Customers
15286.0,5,1,1,511,Loyal Customers
15598.0,5,1,1,511,Loyal Customers
16793.0,5,1,1,511,Loyal Customers
13103.0,5,1,1,511,Loyal Customers
16601.0,5,1,1,511,Loyal Customers
17111.0,5,1,1,511,Loyal Customers
16953.0,5,1,1,511,Loyal Customers
15657.0,5,1,1,511,Loyal Customers
16856.0,5,1,1,511,Loyal Customers
17831.0,5,1,1,511,Loyal Customers
14300.0,5,1,1,511,Loyal Customers
15423.0,5,1,1,511,Loyal Customers
14080.0,5,1,1,511,Loyal Customers
18184.0,5,1,1,511,Loyal Customers
