CustomerID,Recency,Frequency,Monetary
17017.0,2016,20,8694.259999999998
17243.0,2016,26,8676.849999999995
17306.0,2016,19,8631.310000000001
16656.0,2016,15,8625.800000000001
14527.0,2016,55,8508.819999999958
12683.0,2016,15,8476.57
18139.0,2014,6,8438.34
15358.0,2016,22,8347.199999999992
16558.0,2016,20,8338.490000000005
14056.0,2016,23,8214.649999999967
14936.0,2017,8,8137.019999999993
16672.0,2016,20,8134.9400000000005
13854.0,2016,25,8109.519999999998
14952.0,2016,11,8099.489999999994
18109.0,2016,26,8052.969999999991
14796.0,2016,17,8022.489999999978
12428.0,2017,9,7956.460000000005
15290.0,2016,18,7943.219999999999
14849.0,2016,25,7930.540000000001
12757.0,2018,13,7857.100000000003
17811.0,2016,39,7837.729999999994
13093.0,2022,8,7832.470000000001
12435.0,2016,2,7829.889999999998
13629.0,2016,11,7792.360000000002
15044.0,2016,17,7700.2299999999905
15194.0,2016,15,7616.530000000001
18172.0,2016,20,7561.679999999998
13263.0,2016,35,7454.06999999996
12474.0,2016,18,7375.789999999999
12980.0,2018,9,7374.900000000001
15465.0,2016,18,7354.619999999999
17396.0,2018,8,7330.8
12583.0,2016,15,7281.380000000002
13018.0,2016,28,7277.699999999997
18229.0,2016,20,7276.899999999999
16923.0,2016,19,7247.60999999999
16729.0,2016,21,7239.919999999986
16745.0,2016,17,7194.300000000005
16873.0,2017,6,7123.619999999997
13324.0,2016,10,7121.949999999996
13985.0,2016,15,7060.130000000006
14961.0,2016,9,7044.679999999998
12766.0,2018,7,6989.629999999996
12798.0,2019,3,6977.040000000001
12989.0,2016,15,6924.109999999999
16713.0,2016,15,6923.129999999996
13027.0,2017,6,6912.0
16187.0,2016,15,6911.439999999998
17416.0,2016,7,6893.420000000004
12705.0,2016,9,6868.289999999999
12476.0,2016,11,6816.420000000002
12830.0,2016,6,6814.640000000001
15023.0,2017,11,6802.759999999989
18055.0,2016,10,6784.189999999995
15601.0,2016,14,6776.559999999994
16652.0,2017,7,6773.969999999999
16532.0,2018,3,6748.799999999999
13576.0,2016,18,6717.339999999999
16746.0,2016,18,6697.660000000005
15249.0,2016,13,6688.460000000006
16353.0,2016,23,6675.71
17338.0,2017,8,6643.929999999996
12626.0,2017,9,6620.479999999998
16182.0,2016,4,6617.650000000001
15144.0,2016,17,6580.4400000000105
12472.0,2018,7,6572.110000000001
16814.0,2016,21,6509.100000000001
12431.0,2017,15,6487.449999999997
18223.0,2016,14,6484.539999999999
15694.0,2019,14,6479.399999999998
13225.0,2018,7,6463.84
13102.0,2016,24,6424.089999999994
13871.0,2016,13,6403.249999999999
12359.0,2019,4,6372.579999999997
13668.0,2017,21,6363.589999999992
13709.0,2017,13,6328.0499999999965
15005.0,2016,28,6316.569999999989
17315.0,2016,38,6292.25999999999
16126.0,2017,4,6287.770000000001
14057.0,2016,17,6217.960000000002
12357.0,2014,1,6207.669999999996
14060.0,2016,19,6140.420000000003
13418.0,2016,18,6127.429999999995
17509.0,2015,8,6115.140000000001
15939.0,2016,15,6115.009999999998
14735.0,2016,32,6065.690000000002
12637.0,2016,8,6021.900000000006
13097.0,2016,10,6010.419999999987
13316.0,2016,4,5977.729999999997
14101.0,2016,6,5976.79
15382.0,2016,6,5955.709999999997
14505.0,2017,8,5905.639999999992
14415.0,2016,13,5900.279999999994
14944.0,2016,12,5900.25
13209.0,2017,8,5891.610000000002
13534.0,2017,25,5870.080000000012
13050.0,2017,17,5836.86
12720.0,2016,25,5781.729999999996
15218.0,2016,11,5756.889999999999
17686.0,2016,7,5739.460000000005
13178.0,2016,11,5725.470000000007
16553.0,2019,12,5719.819999999999
13468.0,2016,37,5704.97
14110.0,2016,12,5683.150000000002
14049.0,2018,4,5681.719999999995
17049.0,2016,9,5659.980000000007
17716.0,2016,11,5655.990000000001
13004.0,2016,18,5655.909999999999
18118.0,2016,26,5653.819999999984
14688.0,2016,21,5630.869999999997
17757.0,2016,30,5605.289999999986
12481.0,2019,10,5596.3200000000015
12839.0,2016,14,5591.420000000004
16767.0,2016,11,5580.600000000001
16161.0,2016,19,5575.56000000001
12539.0,2022,4,5568.349999999997
15805.0,2017,17,5528.479999999998
18225.0,2016,12,5509.120000000007
16609.0,2016,7,5493.460000000002
16985.0,2016,10,5464.12
16265.0,2017,9,5447.0
18198.0,2016,17,5425.560000000002
12490.0,2016,10,5417.930000000002
17809.0,2017,12,5411.91
16701.0,2017,13,5398.299999999999
17719.0,2016,15,5396.040000000006
17850.0,2013,34,5391.210000000004
16303.0,2017,3,5360.629999999999
13269.0,2016,15,5346.23
15150.0,2016,10,5314.469999999997
17730.0,2016,13,5298.479999999997
17061.0,2016,11,5232.229999999999
18226.0,2016,11,5228.050000000002
12362.0,2016,10,5226.2300000000005
15046.0,2016,15,5213.769999999999
16258.0,2017,5,5203.510000000003
13756.0,2016,14,5189.520000000002
16191.0,2022,13,5180.520000000002
15727.0,2017,7,5178.96
17858.0,2016,12,5155.659999999994
13599.0,2016,21,5153.670000000002
15903.0,2016,7,5126.7599999999975
13941.0,2016,5,5112.960000000002
17602.0,2016,6,5102.969999999996
16700.0,2016,13,5076.550000000001
14562.0,2016,18,5074.769999999996
15301.0,2016,12,5070.349999999999
13139.0,2016,7,5064.940000000003
12432.0,2019,5,5059.3200000000015
15719.0,2016,13,5045.6099999999815
17426.0,2016,6,5037.259999999996
14329.0,2017,7,5014.839999999998
14755.0,2016,11,5010.2800000000025
12444.0,2016,5,5005.459999999999
15032.0,2022,3,4959.0999999999985
15547.0,2016,14,4954.839999999986
12437.0,2016,18,4951.409999999999
12700.0,2018,4,4939.99
15786.0,2017,3,4932.2
14709.0,2016,13,4921.040000000005
17133.0,2016,7,4892.24
12664.0,2016,9,4881.880000000001
12688.0,2017,1,4873.810000000005
14292.0,2016,9,4871.929999999997
17652.0,2016,12,4867.720000000003
15738.0,2016,16,4812.42
13013.0,2016,13,4810.940000000002
15555.0,2016,16,4805.169999999985
17365.0,2016,8,4801.559999999994
15298.0,2016,12,4799.9
15187.0,2016,16,4777.179999999999
17690.0,2017,15,4757.949999999999
12955.0,2016,11,4757.160000000002
14180.0,2016,25,4748.519999999993
15152.0,2016,13,4745.689999999997
16722.0,2016,13,4730.81
12714.0,2017,5,4708.860000000001
14159.0,2016,11,4693.01
14135.0,2016,15,4690.309999999999
14191.0,2016,13,4684.7600000000075
15291.0,2016,15,4668.300000000002
14189.0,2016,15,4654.079999999997
14390.0,2018,9,4652.819999999999
14286.0,2021,3,4628.749999999999
16931.0,2016,21,4604.219999999984
13802.0,2018,3,4599.420000000001
15093.0,2017,6,4597.019999999998
14004.0,2016,7,4582.640000000002
17613.0,2016,14,4559.149999999997
17068.0,2016,21,4552.140000000005
12484.0,2017,6,4541.72
13267.0,2016,19,4521.490000000003
15299.0,2019,7,4507.01
17975.0,2017,13,4488.810000000005
12524.0,2019,8,4485.720000000003
14426.0,2018,10,4481.669999999997
16984.0,2016,2,4481.349999999996
17364.0,2018,11,4481.180000000003
12627.0,2016,7,4478.53
14085.0,2018,18,4448.539999999997
14534.0,2016,18,4447.049999999995
13069.0,2016,24,4436.119999999997
15955.0,2016,14,4416.26
16626.0,2016,17,4413.0999999999985
15874.0,2019,7,4405.879999999999
12712.0,2017,13,4396.130000000002
13505.0,2016,4,4393.629999999999
12752.0,2016,1,4366.779999999999
16945.0,2016,19,4345.500000000007
14016.0,2018,4,4341.21
14800.0,2016,12,4339.739999999997
14525.0,2017,9,4332.199999999997
17567.0,2016,8,4331.4800000000005
18251.0,2016,1,4314.719999999999
12347.0,2017,7,4310.000000000001
15034.0,2016,8,4308.609999999999
17937.0,2017,7,4301.22
14422.0,2016,6,4263.639999999999
12500.0,2017,11,4257.8200000000015
17419.0,2018,12,4226.5700000000015
14277.0,2020,3,4216.2000000000035
15804.0,2016,13,4206.389999999998
17920.0,2016,17,4204.100000000005
15971.0,2016,12,4199.849999999999
12747.0,2017,11,4196.009999999998
14146.0,2016,5,4191.0
18041.0,2016,21,4183.389999999996
12949.0,2017,8,4167.22
15570.0,2018,12,4165.52
16549.0,2016,10,4154.640000000003
13384.0,2016,7,4151.93
13555.0,2016,4,4149.2800000000025
13988.0,2016,6,4147.960000000001
15514.0,2021,11,4139.459999999999
12569.0,2016,32,4124.69
16592.0,2018,16,4113.68
17940.0,2017,10,4106.4400000000005
17377.0,2016,20,4100.919999999998
16401.0,2016,12,4098.32
16670.0,2017,11,4095.8999999999987
12749.0,2017,5,4090.8800000000015
14092.0,2016,14,4076.91
12449.0,2016,4,4067.290000000002
18087.0,2016,2,4055.7200000000003
14401.0,2016,13,4051.4800000000027
12656.0,2016,5,4051.1700000000005
12867.0,2016,7,4036.8199999999974
13815.0,2019,4,4027.3600000000006
12841.0,2016,25,4022.3499999999995
12957.0,2016,8,4017.54
12378.0,2017,1,4008.6200000000013
14547.0,2013,8,4007.539999999997
16186.0,2017,12,4006.9400000000014
17769.0,2018,10,3997.980000000001
15529.0,2016,11,3995.2299999999905
17001.0,2016,11,3989.570000000001
15416.0,2018,4,3984.3200000000006
17611.0,2016,15,3984.219999999997
12779.0,2019,8,3981.3600000000033
12727.0,2016,7,3980.6999999999994
14299.0,2016,9,3965.6199999999994
13523.0,2020,5,3964.8800000000006
13183.0,2016,9,3957.7800000000007
17651.0,2016,10,3945.000000000003
12473.0,2017,5,3938.5499999999997
17593.0,2016,5,3927.339999999999
14739.0,2016,7,3902.2799999999997
13999.0,2016,12,3901.810000000005
14291.0,2017,11,3883.2499999999986
18073.0,2017,12,3877.520000000002
13124.0,2016,3,3866.3299999999977
15195.0,2013,1,3861.0
16717.0,2016,6,3858.38
12662.0,2017,11,3849.780000000001
16327.0,2016,6,3844.2199999999993
13266.0,2016,12,3834.2599999999998
17091.0,2016,9,3827.760000000007
15867.0,2016,15,3812.639999999999
12755.0,2022,2,3811.95
12597.0,2019,4,3811.2199999999993
13435.0,2016,7,3809.890000000001
12668.0,2022,4,3807.1500000000024
16145.0,2016,11,3799.4899999999966
16655.0,2016,6,3794.5199999999977
16168.0,2016,27,3787.600000000001
16019.0,2018,9,3786.239999999999
12562.0,2016,7,3781.7400000000016
17173.0,2017,8,3766.599999999998
16904.0,2016,16,3754.269999999997
12429.0,2019,4,3750.4
17238.0,2016,17,3744.6500000000024
14145.0,2018,4,3742.2
13552.0,2016,12,3740.070000000001
16570.0,2017,10,3738.4000000000015
15808.0,2023,4,3734.97
14282.0,2016,15,3729.3400000000006
12502.0,2016,5,3723.87
12647.0,2016,12,3722.820000000001
13680.0,2013,4,3722.4200000000014
16240.0,2016,2,3718.8000000000006
14364.0,2017,8,3717.3500000000004
15845.0,2016,8,3711.77
15622.0,2016,9,3709.560000000003
13148.0,2018,12,3707.1200000000003
17819.0,2016,7,3704.869999999999
15379.0,2019,7,3703.2899999999995
12553.0,2017,10,3692.2800000000007
16253.0,2022,2,3683.86
15581.0,2017,13,3679.9700000000003
15296.0,2017,6,3672.8600000000015
18079.0,2017,4,3651.9699999999966
13137.0,2016,8,3650.4099999999985
12417.0,2017,9,3649.1
16712.0,2016,11,3645.4299999999976
13426.0,2016,10,3641.3199999999965
12619.0,2016,9,3641.24
16440.0,2020,5,3640.6699999999996
13381.0,2016,6,3639.309999999999
17230.0,2022,8,3638.4100000000003
14543.0,2016,16,3630.3300000000004
17528.0,2016,8,3628.499999999998
13327.0,2017,8,3627.77
13520.0,2018,6,3624.349999999999
17576.0,2016,19,3622.679999999997
14040.0,2016,12,3614.9199999999987
13082.0,2017,9,3613.6300000000006
15505.0,2016,5,3610.960000000001
15113.0,2014,3,3609.330000000001
16242.0,2019,7,3603.21
15484.0,2016,4,3594.3100000000013
14132.0,2016,11,3586.0299999999975
17203.0,2014,6,3563.8499999999995
17491.0,2016,10,3558.869999999999
15544.0,2017,9,3546.7099999999973
12370.0,2022,4,3545.6899999999973
14503.0,2016,6,3543.2599999999984
13448.0,2016,6,3539.37
13334.0,2016,3,3536.819999999998
12454.0,2015,1,3528.34
17160.0,2017,6,3518.030000000001
13953.0,2017,7,3515.6800000000007
16360.0,2016,6,3512.5300000000057
14395.0,2016,9,3507.710000000001
16131.0,2017,6,3506.5399999999995
14907.0,2016,7,3501.0999999999985
16458.0,2016,18,3482.7400000000043
13993.0,2016,9,3466.360000000002
13014.0,2016,10,3466.28
17758.0,2016,8,3456.6999999999975
15410.0,2016,8,3450.8400000000015
13536.0,2016,7,3448.2899999999995
15129.0,2017,11,3447.4
15974.0,2016,7,3442.1499999999996
17725.0,2016,11,3439.080000000002
15676.0,2022,3,3435.76
14221.0,2016,9,3432.7999999999993
12406.0,2019,2,3415.3000000000015
15981.0,2016,8,3408.4800000000014
13437.0,2016,7,3408.0600000000013
17669.0,2016,7,3406.7200000000003
13198.0,2017,6,3401.2400000000002
15228.0,2017,4,3386.710000000005
13842.0,2016,9,3385.62
15708.0,2018,7,3364.240000000001
16011.0,2016,16,3362.7100000000014
14227.0,2016,10,3350.9600000000005
16818.0,2016,11,3349.5700000000006
16607.0,2016,14,3347.7100000000014
17183.0,2017,6,3347.309999999999
13015.0,2020,5,3346.279999999999
12643.0,2017,6,3344.6400000000003
12613.0,2020,5,3344.38
12594.0,2017,10,3338.2200000000007
16556.0,2017,7,3313.7900000000013
13373.0,2018,3,3312.250000000001
14841.0,2019,6,3295.760000000001
14702.0,2016,17,3292.140000000002
15632.0,2017,8,3285.3100000000018
12480.0,2018,4,3281.63
15764.0,2016,6,3279.9700000000003
17723.0,2017,6,3276.3999999999996
13952.0,2020,2,3251.0699999999997
13047.0,2017,10,3237.540000000001
15443.0,2016,7,3236.909999999998
17050.0,2016,6,3228.8399999999992
14175.0,2019,3,3222.3000000000006
13880.0,2016,13,3219.770000000001
13268.0,2016,11,3214.6899999999946
14388.0,2016,8,3212.840000000004
16107.0,2016,7,3204.16
17220.0,2016,14,3198.2499999999995
13868.0,2013,2,3192.54
17685.0,2016,7,3191.529999999999
13758.0,2020,7,3190.5499999999997
14844.0,2017,4,3189.8099999999986
12456.0,2018,3,3181.0400000000013
17672.0,2023,2,3178.1700000000005
17231.0,2017,10,3174.3199999999947
16837.0,2018,11,3170.9799999999996
16041.0,2018,3,3166.4
15861.0,2018,8,3165.359999999999
17863.0,2016,6,3159.9999999999995
15065.0,2019,4,3158.1300000000015
14235.0,2016,5,3144.8599999999997
13742.0,2016,12,3131.020000000001
16156.0,2016,9,3122.0400000000022
13685.0,2013,7,3119.4400000000014
16326.0,2016,14,3110.9600000000005
16678.0,2016,12,3109.9899999999984
13869.0,2017,4,3104.950000000004
14099.0,2017,11,3104.169999999999
16905.0,2021,7,3102.429999999997
15491.0,2016,6,3100.0900000000015
14257.0,2017,5,3099.7200000000003
14565.0,2016,4,3099.1200000000017
13135.0,2020,1,3096.0
17059.0,2017,5,3095.039999999999
13362.0,2021,4,3090.740000000001
15998.0,2016,5,3089.969999999999
16218.0,2017,7,3084.6800000000017
18272.0,2017,6,3078.5799999999986
12910.0,2016,8,3075.0399999999995
13631.0,2016,11,3070.42
16686.0,2016,7,3062.829999999997
14456.0,2016,9,3062.3999999999974
17799.0,2016,10,3055.9300000000003
16940.0,2019,3,3049.8800000000006
16393.0,2016,13,3046.210000000002
16709.0,2016,5,3029.870000000001
12598.0,2016,8,3023.080000000001
12395.0,2017,12,3018.63
18094.0,2016,7,3017.2999999999993
12754.0,2021,3,3010.7400000000007
12916.0,2018,4,3006.1500000000005
15521.0,2016,8,3000.200000000002
17659.0,2017,12,2999.4600000000005
17504.0,2020,9,2997.0300000000007
12670.0,2016,5,2996.050000000001
14307.0,2016,6,2995.7200000000003
15687.0,2019,9,2993.1000000000004
14639.0,2017,6,2984.4900000000007
13451.0,2017,5,2976.1499999999987
14032.0,2016,11,2975.5900000000015
15854.0,2016,12,2974.6500000000005
16497.0,2020,6,2965.69
17924.0,2023,7,2962.5
14868.0,2016,8,2953.5899999999992
17084.0,2014,2,2949.7500000000014
17444.0,2018,3,2940.0400000000013
16316.0,2018,8,2938.9100000000003
14530.0,2016,6,2925.9100000000008
17512.0,2017,10,2924.99
15606.0,2017,9,2920.1600000000003
12906.0,2016,5,2919.810000000001
14112.0,2017,7,2915.150000000002
12438.0,2018,2,2906.8500000000004
17644.0,2016,11,2895.640000000001
18144.0,2016,12,2888.7500000000005
12408.0,2016,5,2888.550000000002
13735.0,2019,4,2885.2399999999993
16633.0,2016,6,2883.1
15673.0,2016,4,2881.0200000000013
14251.0,2013,5,2879.7000000000003
17728.0,2016,3,2876.0100000000016
14005.0,2016,5,2874.720000000001
15628.0,2016,9,2870.2400000000007
14711.0,2016,11,2868.799999999999
13901.0,2016,5,2867.2
14535.0,2017,3,2864.19
12685.0,2016,6,2863.079999999998
18145.0,2016,4,2861.5499999999993
16928.0,2016,17,2847.5999999999976
15984.0,2016,10,2837.6700000000023
14852.0,2016,6,2836.6900000000005
14572.0,2017,7,2832.840000000004
17596.0,2018,7,2827.929999999999
14842.0,2016,4,2824.690000000001
13174.0,2013,3,2817.0299999999997
16871.0,2016,6,2812.3400000000006
12356.0,2021,3,2811.4300000000007
14903.0,2017,5,2810.629999999999
18230.0,2016,7,2810.1999999999994
13230.0,2018,14,2806.970000000001
16081.0,2016,5,2806.900000000002
16764.0,2016,13,2799.249999999999
15993.0,2013,7,2797.5699999999974
13769.0,2016,10,2796.509999999999
12578.0,2014,2,2794.5099999999993
12758.0,2017,2,2791.590000000001
17739.0,2016,7,2791.350000000001
14626.0,2017,4,2791.270000000002
17213.0,2018,7,2781.2300000000023
12388.0,2016,6,2780.6600000000003
14121.0,2013,4,2780.1499999999996
17838.0,2016,5,2779.299999999999
13870.0,2017,8,2770.94
15356.0,2016,10,2766.500000000001
15114.0,2016,10,2760.5600000000013
14854.0,2016,7,2759.8300000000004
13971.0,2017,8,2758.2600000000025
15321.0,2016,3,2748.3100000000004
12669.0,2018,3,2744.0300000000007
14808.0,2016,8,2741.17
14125.0,2016,3,2740.4299999999994
15696.0,2016,8,2736.46
16938.0,2019,4,2736.3799999999997
16003.0,2018,5,2735.3700000000003
12840.0,2018,4,2726.769999999999
12380.0,2016,4,2724.81
12708.0,2016,10,2712.9100000000017
15796.0,2016,8,2711.5599999999986
17069.0,2016,9,2709.7000000000003
13285.0,2018,4,2709.12
13654.0,2018,6,2707.33
14107.0,2016,7,2703.230000000001
14732.0,2016,8,2702.4900000000002
18097.0,2017,6,2697.7999999999993
17386.0,2016,6,2686.42
12625.0,2020,2,2683.8199999999997
17346.0,2017,15,2676.560000000006
13883.0,2020,5,2674.480000000001
14713.0,2016,11,2666.3599999999988
12360.0,2017,3,2662.0600000000013
14439.0,2024,1,2661.24
15671.0,2016,7,2657.1300000000015
12721.0,2016,6,2656.129999999999
13851.0,2016,3,2651.46
16618.0,2020,5,2647.590000000001
18260.0,2019,6,2643.2
13658.0,2016,5,2639.17
17655.0,2017,7,2638.94
15752.0,2016,7,2637.3800000000024
13804.0,2016,7,2635.7899999999995
13771.0,2020,4,2634.4500000000016
12520.0,2016,5,2634.26
17402.0,2016,13,2633.850000000001
18077.0,2017,11,2633.01
13422.0,2015,1,2626.3000000000006
13644.0,2016,4,2624.2599999999975
17965.0,2016,14,2622.569999999998
18210.0,2022,6,2621.3799999999997
16255.0,2016,8,2619.9100000000003
14262.0,2016,8,2618.2300000000005
13021.0,2016,9,2616.380000000001
15782.0,2016,3,2614.7399999999993
14397.0,2016,19,2612.9600000000005
12836.0,2018,4,2612.8600000000006
18075.0,2017,10,2611.7500000000005
12726.0,2016,7,2609.0999999999995
16241.0,2016,13,2607.87
13136.0,2016,5,2607.6099999999997
14408.0,2016,7,2606.5300000000016
13983.0,2016,12,2603.4300000000007
17317.0,2016,3,2600.34
12600.0,2016,10,2599.040000000001
16919.0,2018,11,2596.4499999999994
13895.0,2018,4,2593.0700000000006
14243.0,2016,10,2588.7700000000004
15033.0,2017,10,2586.6700000000033
13911.0,2018,9,2580.91
14546.0,2016,5,2578.090000000001
16912.0,2018,11,2575.379999999999
15485.0,2013,3,2575.0
18245.0,2018,7,2567.059999999999
16308.0,2017,4,2560.0
15572.0,2017,7,2552.8600000000006
14334.0,2016,8,2552.21
14701.0,2019,9,2549.3699999999976
14676.0,2016,6,2548.2400000000002
13344.0,2022,3,2543.7200000000003
14776.0,2017,11,2538.2999999999993
17700.0,2016,4,2534.640000000001
13471.0,2013,4,2531.579999999998
14659.0,2016,9,2529.930000000002
17314.0,2018,8,2527.9200000000014
13975.0,2017,6,2526.2799999999997
17449.0,2016,7,2520.860000000002
13394.0,2016,8,2520.02
15245.0,2018,3,2515.8400000000006
15271.0,2016,15,2507.0700000000006
12352.0,2016,8,2506.0400000000013
13695.0,2016,15,2504.13
12517.0,2016,5,2502.8400000000006
15932.0,2016,8,2495.870000000001
16477.0,2018,7,2494.46
12483.0,2016,8,2484.98
12913.0,2022,5,2483.63
16710.0,2016,10,2483.04
14315.0,2017,6,2481.13
13507.0,2016,4,2479.16
13588.0,2016,9,2478.95
17682.0,2017,6,2474.3300000000004
17188.0,2019,7,2474.23
14766.0,2016,6,2473.3699999999985
14502.0,2018,11,2470.670000000003
17164.0,2016,7,2467.3499999999995
12455.0,2016,6,2466.859999999997
15750.0,2016,8,2465.4799999999996
17131.0,2016,5,2463.1700000000005
13784.0,2016,11,2462.79
15674.0,2016,5,2446.6
14163.0,2016,4,2445.9100000000008
15527.0,2016,8,2429.7800000000007
17071.0,2016,9,2429.0300000000016
13949.0,2016,6,2427.32
16143.0,2017,6,2424.940000000001
17722.0,2016,4,2424.039999999999
15089.0,2016,6,2420.8399999999997
15373.0,2017,12,2415.9100000000003
12397.0,2018,2,2409.899999999999
17589.0,2018,4,2404.1699999999996
15980.0,2016,3,2398.8599999999997
18065.0,2016,14,2392.83
13141.0,2016,5,2388.749999999999
15370.0,2016,7,2386.0499999999997
17530.0,2016,10,2385.000000000001
14493.0,2018,5,2383.24
14554.0,2014,4,2381.040000000002
14239.0,2016,11,2380.85
15270.0,2017,7,2379.4900000000007
13722.0,2018,3,2375.4100000000008
17434.0,2016,7,2373.8200000000015
14930.0,2017,3,2372.860000000001
13908.0,2016,4,2369.5499999999984
15755.0,2016,6,2364.2500000000005
12457.0,2016,7,2363.23
17634.0,2016,9,2361.9700000000025
14030.0,2016,8,2360.0899999999983
14440.0,2016,5,2357.6800000000007
15140.0,2016,7,2354.249999999999
14309.0,2016,9,2352.530000000001
12704.0,2016,8,2340.84
18259.0,2016,3,2338.6000000000013
12584.0,2016,9,2338.15
18257.0,2017,8,2337.6299999999983
17954.0,2017,12,2332.7200000000003
15281.0,2018,9,2332.1500000000005
12782.0,2018,5,2330.9200000000014
15785.0,2018,5,2328.9700000000003
17313.0,2014,1,2328.8399999999997
17744.0,2021,6,2322.3999999999996
17211.0,2019,8,2317.22
14290.0,2016,5,2314.6500000000005
15365.0,2016,7,2314.3199999999997
13994.0,2016,6,2313.1399999999976
13704.0,2016,9,2308.060000000001
15288.0,2018,5,2306.519999999999
16735.0,2016,5,2300.559999999999
16550.0,2017,5,2298.9699999999984
15105.0,2016,7,2298.930000000001
13115.0,2019,4,2294.7799999999993
15704.0,2018,4,2293.6199999999994
12615.0,2016,4,2291.1899999999996
13527.0,2016,7,2287.509999999998
17696.0,2017,8,2285.7100000000014
12684.0,2019,7,2283.6300000000006
16782.0,2016,13,2279.9
13317.0,2020,6,2273.680000000002
17768.0,2019,3,2273.1800000000007
14466.0,2016,7,2272.3999999999996
13700.0,2016,10,2265.119999999999
16057.0,2016,7,2263.12
